,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
GUCY2C,0.07092956968273352,0.0,3.362695e-05,0.0,0.009900990099009901,2.5222250821008105e-05,0.0,0.0,0.010144457068657686
NCAPD3,0.07091918750585653,0.0,3.362695e-05,0.0,0.009900990099009901,2.16892988174593e-05,0.0,0.0,0.010144457068657686
C1orf141,0.07089945374236613,0.0,3.362695e-05,0.0,0.009900990099009901,2.5709475723353503e-05,0.0,0.0,0.010144457068657686
IL18RAP,0.07081381311755765,0.0,3.362695e-05,0.0,0.009900990099009901,2.098562448723906e-05,0.0,0.0,0.010144457068657686
CENPP,0.07077745935563313,0.0,3.362695e-05,0.0,0.009900990099009901,2.0108692523621068e-05,0.0,0.0,0.010144457068657686
S1PR5,0.07071976859359845,0.0,3.362695e-05,0.0,0.009900990099009901,2.1386993682422788e-05,0.0,0.0,0.010144457068657686
DMRT2,0.07062440659219915,0.0,3.362695e-05,0.0,0.009900990099009901,2.5012973881685955e-05,0.0,0.0,0.010144457068657686
MINDY4B,0.07060958168215065,0.0,3.362695e-05,0.0,0.009900990099009901,1.37254865226344e-05,0.0,0.0,0.010144457068657686
SLC26A3,0.07055900393809007,0.0,3.362695e-05,0.0,0.009900990099009901,1.7991856969921493e-05,0.0,0.0,0.010144457068657686
TLR5,0.07051790694343789,0.0,3.362695e-05,0.0,0.009900990099009901,2.0232153503503256e-05,0.0,0.0,0.010144457068657686
ALX1,0.07049933289206295,0.0,3.362695e-05,0.0,0.009900990099009901,2.4356565896464724e-05,0.0,0.0,0.010144457068657686
PITX2,0.07043900261276084,0.0,3.362695e-05,0.0,0.009900990099009901,2.3137724402071442e-05,0.0,0.0,0.010144457068657686
OPA3,0.07040607679335228,0.0,3.362695e-05,0.0,0.009900990099009901,2.142160203827414e-05,0.0,0.0,0.010144457068657686
PHOSPHO1,0.07034060914010071,0.0,3.362695e-05,0.0,0.009900990099009901,3.056986143357339e-05,0.0,0.0,0.010144457068657686
DDX60L,0.070303041503258,0.0,3.362695e-05,0.0,0.009900990099009901,2.1798582265098177e-05,0.0,0.0,0.010144457068657686
KCNE3,0.07016880165869874,0.0,3.362695e-05,0.0,0.009900990099009901,2.0602568639478858e-05,0.0,0.0,0.010144457068657686
PRM1,0.07013371332655027,0.0,3.362695e-05,0.0,0.009900990099009901,1.8228232281300797e-05,0.0,0.0,0.010144457068657686
GAS2L3,0.07010329513326602,0.0,3.362695e-05,0.0,0.009900990099009901,1.751903392618945e-05,0.0,0.0,0.010144457068657686
ELF2,0.07009471144973818,0.0,3.362695e-05,0.0,0.009900990099009901,2.0689441510233492e-05,0.0,0.0,0.010144457068657686
LRRC25,0.06994226165039634,0.0,3.362695e-05,0.0,0.009900990099009901,1.785544093382108e-05,0.0,0.0,0.010144457068657686
LRRC19,0.06981658746713673,0.0,3.362695e-05,0.0,0.009900990099009901,2.4263708705191088e-05,0.0,0.0,0.010144457068657686
ITPKC,0.06973812058108886,0.0,3.362695e-05,0.0,0.009900990099009901,2.2167638013911718e-05,0.0,0.0,0.010144457068657686
CELA3A,0.06972029512537936,0.0,3.362695e-05,0.0,0.009900990099009901,2.033040625156168e-05,0.0,0.0,0.010144457068657686
FGF7,0.06971234778674723,0.0,3.362695e-05,0.0,0.009900990099009901,2.293751015367516e-05,0.0,0.0,0.010144457068657686
OR2F2,0.06969853232411939,0.0,3.362695e-05,0.0,0.009900990099009901,2.333457476516247e-05,0.0,0.0,0.010144457068657686
ANKRD55,0.06966344581882221,0.0,3.362695e-05,0.0,0.009900990099009901,2.8209397973565927e-05,0.0,0.0,0.010144457068657686
OR5D16,0.06965882818345089,0.0,3.362695e-05,0.0,0.009900990099009901,1.616394539174125e-05,0.0,0.0,0.010144457068657686
MPDU1,0.06964368188525785,0.0,3.362695e-05,0.0,0.009900990099009901,2.351339448594347e-05,0.0,0.0,0.010144457068657686
INO80C,0.06959299704472821,0.0,3.362695e-05,0.0,0.009900990099009901,2.7971563760158497e-05,0.0,0.0,0.010144457068657686
HGF,0.06955528032942021,0.0,3.362695e-05,0.0,0.009900990099009901,2.328860252755793e-05,0.0,0.0,0.010144457068657686
OR51G1,0.06953459809753272,0.0,3.362695e-05,0.0,0.009900990099009901,2.1097444558278144e-05,0.0,0.0,0.010144457068657686
TEX47,0.06945014914834485,0.0,3.362695e-05,0.0,0.009900990099009901,3.277478680677226e-05,0.0,0.0,0.010144457068657686
ZNF765,0.0694389785576402,0.0,3.362695e-05,0.0,0.009900990099009901,2.271337096580528e-05,0.0,0.0,0.010144457068657686
TMEM204,0.06943405569328065,0.0,3.362695e-05,0.0,0.009900990099009901,1.978504271883918e-05,0.0,0.0,0.010144457068657686
FAM181B,0.06930483938413466,0.0,3.362695e-05,0.0,0.009900990099009901,2.323600160285658e-05,0.0,0.0,0.010144457068657686
CD209,0.0692997434536944,0.0,3.362695e-05,0.0,0.009900990099009901,2.999545908574868e-05,0.0,0.0,0.010144457068657686
GDF7,0.06927545397432072,0.0,3.362695e-05,0.0,0.009900990099009901,2.2278279289599557e-05,0.0,0.0,0.010144457068657686
KPNA7,0.06926530455458964,0.0,3.362695e-05,0.0,0.009900990099009901,2.0818691601526678e-05,0.0,0.0,0.010144457068657686
OR6C74,0.06922932877147266,0.0,3.362695e-05,0.0,0.009900990099009901,1.872624429037037e-05,0.0,0.0,0.010144457068657686
TNFAIP8,0.06919848467595448,0.0,3.362695e-05,0.0,0.009900990099009901,2.4428037114017118e-05,0.0,0.0,0.010144457068657686
MUC7,0.06919243699297485,0.0,3.362695e-05,0.0,0.009900990099009901,2.4665939441876564e-05,0.0,0.0,0.010144457068657686
OR51L1,0.06917425382207935,0.0,3.362695e-05,0.0,0.009900990099009901,2.378420345991053e-05,0.0,0.0,0.010144457068657686
MC3R,0.0690768990286687,0.0,3.362695e-05,0.0,0.009900990099009901,2.12866078137457e-05,0.0,0.0,0.010144457068657686
RNASE11,0.06907164838375343,0.0,3.362695e-05,0.0,0.009900990099009901,1.9761761110723436e-05,0.0,0.0,0.010144457068657686
ABCG5,0.06892055132397139,0.0,3.362695e-05,0.0,0.009900990099009901,2.593803391816612e-05,0.0,0.0,0.010144457068657686
FEZF1,0.0689195168546751,0.0,3.362695e-05,0.0,0.009900990099009901,2.4243492308009827e-05,0.0,0.0,0.010144457068657686
ANXA10,0.06889367877581906,0.0,3.362695e-05,0.0,0.009900990099009901,1.9099071372889974e-05,0.0,0.0,0.010144457068657686
GK2,0.06886270055463686,0.0,3.362695e-05,0.0,0.009900990099009901,2.286297633350525e-05,0.0,0.0,0.010144457068657686
EPO,0.06884854449872559,0.0,3.362695e-05,0.0,0.009900990099009901,1.901220334205614e-05,0.0,0.0,0.010144457068657686
FZD7,0.0688024583596993,0.0,3.362695e-05,0.0,0.009900990099009901,2.6451298894143148e-05,0.0,0.0,0.010144457068657686
TLX2,0.06877783984413544,0.0,3.362695e-05,0.0,0.009900990099009901,2.0284071048801903e-05,0.0,0.0,0.010144457068657686
SPACA4,0.06875124665158776,0.0,3.362695e-05,0.0,0.009900990099009901,2.750085816027438e-05,0.0,0.0,0.010144457068657686
ZPBP,0.06870725500612934,0.0,3.362695e-05,0.0,0.009900990099009901,2.7059150895913758e-05,0.0,0.0,0.010144457068657686
IL1R1,0.06867897954214026,0.0,3.362695e-05,0.0,0.009900990099009901,1.9193097139737098e-05,0.0,0.0,0.010144457068657686
TNFRSF17,0.06854746870863579,0.0,3.362695e-05,0.0,0.009900990099009901,1.5603873506524728e-05,0.0,0.0,0.010144457068657686
CA6,0.06837282519584542,0.0,3.362695e-05,0.0,0.009900990099009901,2.0079097566165462e-05,0.0,0.0,0.010144457068657686
KLF18,0.06832425586058428,0.0,3.362695e-05,0.0,0.009900990099009901,2.0340814526273945e-05,0.0,0.0,0.010144457068657686
C12orf40,0.06829345185971515,0.0,3.362695e-05,0.0,0.009900990099009901,2.1194419077890985e-05,0.0,0.0,0.010144457068657686
C4orf51,0.06824006144607633,0.0,3.362695e-05,0.0,0.009900990099009901,2.121180460045838e-05,0.0,0.0,0.010144457068657686
LYPD6B,0.068177294079361,0.0,3.362695e-05,0.0,0.009900990099009901,1.9605829263328558e-05,0.0,0.0,0.010144457068657686
GPR148,0.06805257604875309,0.0,3.362695e-05,0.0,0.009900990099009901,2.0968443757553354e-05,0.0,0.0,0.010144457068657686
FHL2,0.06796905138044378,0.0,3.362695e-05,0.0,0.009900990099009901,2.30868371465327e-05,0.0,0.0,0.010144457068657686
C4orf46,0.06793003177049449,0.0,3.362695e-05,0.0,0.009900990099009901,2.6184987462556675e-05,0.0,0.0,0.010144457068657686
ACTL7A,0.06791895257728366,0.0,3.362695e-05,0.0,0.009900990099009901,2.677562260098605e-05,0.0,0.0,0.010144457068657686
RNASE2,0.06789577851517133,0.0,3.362695e-05,0.0,0.009900990099009901,2.7259145355851332e-05,0.0,0.0,0.010144457068657686
MMP20,0.06784406970833094,0.0,3.362695e-05,0.0,0.009900990099009901,2.463511073415731e-05,0.0,0.0,0.010144457068657686
NPS,0.06781607832995017,0.0,3.362695e-05,0.0,0.009900990099009901,2.0735027641831095e-05,0.0,0.0,0.010144457068657686
EVX1,0.06780702578107359,0.0,3.362695e-05,0.0,0.009900990099009901,2.438408966081911e-05,0.0,0.0,0.010144457068657686
FDCSP,0.06777256053529099,0.0,3.362695e-05,0.0,0.009900990099009901,2.363754305335332e-05,0.0,0.0,0.010144457068657686
PLEKHG6,0.06777207386259657,0.0,3.362695e-05,0.0,0.009900990099009901,2.346076706760646e-05,0.0,0.0,0.010144457068657686
OR5AP2,0.06776685195841882,0.0,3.362695e-05,0.0,0.009900990099009901,1.6988538134770998e-05,0.0,0.0,0.010144457068657686
HSPB9,0.06772465027222291,0.0,3.362695e-05,0.0,0.009900990099009901,2.1907968580420484e-05,0.0,0.0,0.010144457068657686
OCSTAMP,0.06772036682886469,0.0,3.362695e-05,0.0,0.009900990099009901,2.009938967565307e-05,0.0,0.0,0.010144457068657686
FAM186B,0.06771268826371253,0.0,3.362695e-05,0.0,0.009900990099009901,1.9832919331584884e-05,0.0,0.0,0.010144457068657686
RBM7,0.06762556395106804,0.0,3.362695e-05,0.0,0.009900990099009901,2.2552834623547558e-05,0.0,0.0,0.010144457068657686
ASPN,0.06753268776187304,0.0,3.362695e-05,0.0,0.009900990099009901,1.5457328056130734e-05,0.0,0.0,0.010144457068657686
PCDHB1,0.06751968075279051,0.0,3.362695e-05,0.0,0.009900990099009901,2.1610153433077026e-05,0.0,0.0,0.010144457068657686
LATS2,0.06751579120899363,0.0,3.362695e-05,0.0,0.009900990099009901,2.4300943513781665e-05,0.0,0.0,0.010144457068657686
COA6,0.06748719850570754,0.0,3.362695e-05,0.0,0.009900990099009901,2.7565427084604466e-05,0.0,0.0,0.010144457068657686
AKAP13,0.06744232359864058,0.0,3.362695e-05,0.0,0.009900990099009901,2.0367355146120588e-05,0.0,0.0,0.010144457068657686
OR6C76,0.06736441432703709,0.0,3.362695e-05,0.0,0.009900990099009901,2.1762009431280514e-05,0.0,0.0,0.010144457068657686
SOCS2,0.06722880242237066,0.0,3.362695e-05,0.0,0.009900990099009901,2.549505774171269e-05,0.0,0.0,0.010144457068657686
CCR1,0.06705979904513688,0.0,3.362695e-05,0.0,0.009900990099009901,2.932804269897242e-05,0.0,0.0,0.010144457068657686
CLDN6,0.06703086894383019,0.0,3.362695e-05,0.0,0.009900990099009901,2.057108446942768e-05,0.0,0.0,0.010144457068657686
METTL15,0.06702441350031992,0.0,3.362695e-05,0.0,0.009900990099009901,2.402254748100234e-05,0.0,0.0,0.010144457068657686
PPIAL4A,0.0669513917533577,0.0,3.362695e-05,0.0,0.009900990099009901,2.1625876184621554e-05,0.0,0.0,0.010144457068657686
ERVFRD-1,0.06684159064551279,0.0,3.362695e-05,0.0,0.009900990099009901,1.7792019782482068e-05,0.0,0.0,0.010144457068657686
TEX49,0.0668253520870098,0.0,3.362695e-05,0.0,0.009900990099009901,2.9654288397145335e-05,0.0,0.0,0.010144457068657686
DNAJB8,0.06680257138003959,0.0,3.362695e-05,0.0,0.009900990099009901,1.8420609632433998e-05,0.0,0.0,0.010144457068657686
ANXA2R,0.06674613208503803,0.0,3.362695e-05,0.0,0.009900990099009901,2.294308130110494e-05,0.0,0.0,0.010144457068657686
C16orf92,0.0666382346610167,0.0,3.362695e-05,0.0,0.009900990099009901,2.135641187066672e-05,0.0,0.0,0.010144457068657686
NAT14,0.0666079848445537,0.0,3.362695e-05,0.0,0.009900990099009901,2.5791988456417863e-05,0.0,0.0,0.010144457068657686
IHH,0.0665889239525586,0.0,3.362695e-05,0.0,0.009900990099009901,1.929361261757186e-05,0.0,0.0,0.010144457068657686
GLDC,0.0663792247278438,0.0,3.362695e-05,0.0,0.009900990099009901,2.4711398192233843e-05,0.0,0.0,0.010144457068657686
CCDC182,0.06635641514338889,0.0,3.362695e-05,0.0,0.009900990099009901,2.1270604158714628e-05,0.0,0.0,0.010144457068657686
TROAP,0.06626201950619254,0.0,3.362695e-05,0.0,0.009900990099009901,1.8231981963531418e-05,0.0,0.0,0.010144457068657686
TMC2,0.06625095922080922,0.0,3.362695e-05,0.0,0.009900990099009901,1.7469176105103358e-05,0.0,0.0,0.010144457068657686
OR52A1,0.06622829406199056,0.0,3.362695e-05,0.0,0.009900990099009901,1.6955964663795008e-05,0.0,0.0,0.010144457068657686
CACNG6,0.06618412371308686,0.0,3.362695e-05,0.0,0.009900990099009901,2.1426478950698696e-05,0.0,0.0,0.010144457068657686
TMEM271,0.06618126815342408,0.0,3.362695e-05,0.0,0.009900990099009901,1.473840526340778e-05,0.0,0.0,0.010144457068657686
SLC15A5,0.06610162975519566,0.0,3.362695e-05,0.0,0.009900990099009901,1.615350886203362e-05,0.0,0.0,0.010144457068657686
CD72,0.06609912532478524,0.0,3.362695e-05,0.0,0.009900990099009901,2.276359956362527e-05,0.0,0.0,0.010144457068657686
RAMP2,0.06599980513814072,0.0,3.362695e-05,0.0,0.009900990099009901,1.4439375489409966e-05,0.0,0.0,0.010144457068657686
SPATA31D1,0.0659479235723891,0.0,3.362695e-05,0.0,0.009900990099009901,1.7172419029787313e-05,0.0,0.0,0.010144457068657686
HTR4,0.06590591070773903,0.0,3.362695e-05,0.0,0.009900990099009901,2.1181253677839e-05,0.0,0.0,0.010144457068657686
ASB15,0.06586799022599527,0.0,3.362695e-05,0.0,0.009900990099009901,1.8477991895723796e-05,0.0,0.0,0.010144457068657686
CCKBR,0.06585288427216252,0.0,3.362695e-05,0.0,0.009900990099009901,2.0406556819292823e-05,0.0,0.0,0.010144457068657686
AL353572.3,0.0658310195917727,0.0,3.362695e-05,0.0,0.009900990099009901,2.56411698813892e-05,0.0,0.0,0.010144457068657686
C2CD4B,0.06575850827844024,0.0,3.362695e-05,0.0,0.009900990099009901,2.6164230196074197e-05,0.0,0.0,0.010144457068657686
OR6T1,0.06575781435958669,0.0,3.362695e-05,0.0,0.009900990099009901,2.0389938659984945e-05,0.0,0.0,0.010144457068657686
PRSS1,0.06567548488834984,0.0,3.362695e-05,0.0,0.009900990099009901,2.540900993226037e-05,0.0,0.0,0.010144457068657686
NRARP,0.0656726829811663,0.0,3.362695e-05,0.0,0.009900990099009901,2.0793240276008914e-05,0.0,0.0,0.010144457068657686
HOXA11,0.06564108827644492,0.0,3.362695e-05,0.0,0.009900990099009901,1.924358144834141e-05,0.0,0.0,0.010144457068657686
OR6V1,0.06559055850315508,0.0,3.362695e-05,0.0,0.009900990099009901,2.497427142124072e-05,0.0,0.0,0.010144457068657686
LEMD1,0.06546078968877991,0.0,3.362695e-05,0.0,0.009900990099009901,1.9144977039124836e-05,0.0,0.0,0.010144457068657686
AGR2,0.06537203106266695,0.0,3.362695e-05,0.0,0.009900990099009901,2.223153236611777e-05,0.0,0.0,0.010144457068657686
PTK7,0.06535913990038977,0.0,3.362695e-05,0.0,0.009900990099009901,2.028690598272128e-05,0.0,0.0,0.010144457068657686
MFRP,0.06533292702733008,0.0,3.362695e-05,0.0,0.009900990099009901,2.0708183622911905e-05,0.0,0.0,0.010144457068657686
CEBPE,0.06526857866287619,0.0,3.362695e-05,0.0,0.009900990099009901,2.2294153536959802e-05,0.0,0.0,0.010144457068657686
C12orf56,0.06524125070877995,0.0,3.362695e-05,0.0,0.009900990099009901,1.9840086698400347e-05,0.0,0.0,0.010144457068657686
CPA1,0.06514673298482578,0.0,3.362695e-05,0.0,0.009900990099009901,2.226479847885178e-05,0.0,0.0,0.010144457068657686
ZNRF4,0.06512324608008314,0.0,3.362695e-05,0.0,0.009900990099009901,1.7977641297082052e-05,0.0,0.0,0.010144457068657686
OR14C36,0.06507998522632838,0.0,3.362695e-05,0.0,0.009900990099009901,2.0827421585947432e-05,0.0,0.0,0.010144457068657686
CHPF,0.0650663658066096,0.0,3.362695e-05,0.0,0.009900990099009901,1.4246207640229872e-05,0.0,0.0,0.010144457068657686
AADACL2,0.06505127301435576,0.0,3.362695e-05,0.0,0.009900990099009901,2.6063457159921434e-05,0.0,0.0,0.010144457068657686
KRTAP13-1,0.06504255753238405,0.0,3.362695e-05,0.0,0.009900990099009901,2.210089875953418e-05,0.0,0.0,0.010144457068657686
GJA10,0.06504097441292703,0.0,3.362695e-05,0.0,0.009900990099009901,1.8535047499611267e-05,0.0,0.0,0.010144457068657686
ARL14EPL,0.06502984796169907,0.0,3.362695e-05,0.0,0.009900990099009901,2.1881783850066526e-05,0.0,0.0,0.010144457068657686
HOXD9,0.06491764509973855,0.0,3.362695e-05,0.0,0.009900990099009901,2.5555308799715936e-05,0.0,0.0,0.010144457068657686
GNAT2,0.0648699150140857,0.0,3.362695e-05,0.0,0.009900990099009901,1.8957974863437776e-05,0.0,0.0,0.010144457068657686
CAPZA3,0.06484461350761177,0.0,3.362695e-05,0.0,0.009900990099009901,2.650449176374323e-05,0.0,0.0,0.010144457068657686
SSMEM1,0.06482741844977984,0.0,3.362695e-05,0.0,0.009900990099009901,2.372113757745422e-05,0.0,0.0,0.010144457068657686
DEFB125,0.064786260975326,0.0,3.362695e-05,0.0,0.009900990099009901,1.9675034481836095e-05,0.0,0.0,0.010144457068657686
C1orf53,0.0646720925349898,0.0,3.362695e-05,0.0,0.009900990099009901,2.0747756226617767e-05,0.0,0.0,0.010144457068657686
KLK15,0.06464948047513829,0.0,3.362695e-05,0.0,0.009900990099009901,2.0870334904847878e-05,0.0,0.0,0.010144457068657686
MLKL,0.06462852404317726,0.0,3.362695e-05,0.0,0.009900990099009901,2.0850997761716305e-05,0.0,0.0,0.010144457068657686
AIPL1,0.0645815693560682,0.0,3.362695e-05,0.0,0.009900990099009901,2.233274958259873e-05,0.0,0.0,0.010144457068657686
CRELD2,0.06455187120726387,0.0,3.362695e-05,0.0,0.009900990099009901,2.0826269726579505e-05,0.0,0.0,0.010144457068657686
TAF11L14,0.06451914634156686,0.0,3.362695e-05,0.0,0.009900990099009901,1.775266636509078e-05,0.0,0.0,0.010144457068657686
OR5R1,0.06450875389772764,0.0,3.362695e-05,0.0,0.009900990099009901,2.5001666216656515e-05,0.0,0.0,0.010144457068657686
OR51A4,0.06447187470981618,0.0,3.362695e-05,0.0,0.009900990099009901,2.986319782461906e-05,0.0,0.0,0.010144457068657686
RAX2,0.0644010756483554,0.0,3.362695e-05,0.0,0.009900990099009901,1.9778652730958652e-05,0.0,0.0,0.010144457068657686
C19orf25,0.0643098940513457,0.0,3.362695e-05,0.0,0.009900990099009901,1.994131341415145e-05,0.0,0.0,0.010144457068657686
ANKRD30BL,0.06429725489053874,0.0,3.362695e-05,0.0,0.009900990099009901,2.6793260658636784e-05,0.0,0.0,0.010144457068657686
MOXD1,0.06426774199669755,0.0,3.362695e-05,0.0,0.009900990099009901,2.0881494857320054e-05,0.0,0.0,0.010144457068657686
FAM240B,0.06414754906405745,0.0,3.362695e-05,0.0,0.009900990099009901,2.3420538660813117e-05,0.0,0.0,0.010144457068657686
CYP3A4,0.06414531305511258,0.0,3.362695e-05,0.0,0.009900990099009901,1.8858410201213113e-05,0.0,0.0,0.010144457068657686
SERPINB12,0.06413894712907549,0.0,3.362695e-05,0.0,0.009900990099009901,2.3730929155568246e-05,0.0,0.0,0.010144457068657686
OR12D3,0.06410968581162246,0.0,3.362695e-05,0.0,0.009900990099009901,1.992734701886572e-05,0.0,0.0,0.010144457068657686
TMEM255B,0.06410705495820686,0.0,3.362695e-05,0.0,0.009900990099009901,2.379932009045151e-05,0.0,0.0,0.010144457068657686
OR10A7,0.06399591875511731,0.0,3.362695e-05,0.0,0.009900990099009901,2.2830640666563065e-05,0.0,0.0,0.010144457068657686
FAM83C,0.06386735588303856,0.0,3.362695e-05,0.0,0.009900990099009901,1.940305557669927e-05,0.0,0.0,0.010144457068657686
FZD9,0.06372219482755904,0.0,3.362695e-05,0.0,0.009900990099009901,2.6436185851768558e-05,0.0,0.0,0.010144457068657686
TEX19,0.06367658428854303,0.0,3.362695e-05,0.0,0.009900990099009901,2.2821790780049238e-05,0.0,0.0,0.010144457068657686
KRT31,0.0636765430795558,0.0,3.362695e-05,0.0,0.009900990099009901,2.3767146531974357e-05,0.0,0.0,0.010144457068657686
H3F3B,0.06363925034825825,0.0,3.362695e-05,0.0,0.009900990099009901,2.440501133003992e-05,0.0,0.0,0.010144457068657686
AC072022.2,0.06359074692579454,0.0,3.362695e-05,0.0,0.009900990099009901,2.23215256405521e-05,0.0,0.0,0.010144457068657686
ATAD5,0.06349525599511871,0.0,3.362695e-05,0.0,0.009900990099009901,2.4819545903212023e-05,0.0,0.0,0.010144457068657686
GDF5OS,0.06343193045388616,0.0,3.362695e-05,0.0,0.009900990099009901,2.0487521353578187e-05,0.0,0.0,0.010144457068657686
KCTD9,0.06341691816551363,0.0,3.362695e-05,0.0,0.009900990099009901,1.8108395674733504e-05,0.0,0.0,0.010144457068657686
PCDHB3,0.0633324543059716,0.0,3.362695e-05,0.0,0.009900990099009901,2.0887437333557055e-05,0.0,0.0,0.010144457068657686
TIMELESS,0.06329834749548272,0.0,3.362695e-05,0.0,0.009900990099009901,2.145971388077246e-05,0.0,0.0,0.010144457068657686
TSPAN4,0.06324423455271243,0.0,3.362695e-05,0.0,0.009900990099009901,2.067506303994347e-05,0.0,0.0,0.010144457068657686
C19orf48,0.06323483389807578,0.0,3.362695e-05,0.0,0.009900990099009901,2.171186412951151e-05,0.0,0.0,0.010144457068657686
BARHL1,0.06309878785443329,0.0,3.362695e-05,0.0,0.009900990099009901,1.562271949085985e-05,0.0,0.0,0.010144457068657686
FAM205A,0.06309814785295485,0.0,3.362695e-05,0.0,0.009900990099009901,2.40114765668806e-05,0.0,0.0,0.010144457068657686
DNAH9,0.06305142045697353,0.0,3.362695e-05,0.0,0.009900990099009901,2.470729288877687e-05,0.0,0.0,0.010144457068657686
CCN6,0.0630376574228848,0.0,3.362695e-05,0.0,0.009900990099009901,1.9543239089296886e-05,0.0,0.0,0.010144457068657686
SFT2D3,0.06300560388014077,0.0,3.362695e-05,0.0,0.009900990099009901,1.7793783192571906e-05,0.0,0.0,0.010144457068657686
OR5F1,0.06292837654400703,0.0,3.362695e-05,0.0,0.009900990099009901,1.822212128311649e-05,0.0,0.0,0.010144457068657686
GEMIN7,0.06292177554955966,0.0,3.362695e-05,0.0,0.009900990099009901,2.2716828557048493e-05,0.0,0.0,0.010144457068657686
ARHGAP27,0.06283115325538195,0.0,3.362695e-05,0.0,0.009900990099009901,2.4400897382336616e-05,0.0,0.0,0.010144457068657686
TRIM29,0.06280116382871355,0.0,3.362695e-05,0.0,0.009900990099009901,2.2606685375404874e-05,0.0,0.0,0.010144457068657686
OR4K17,0.06279923457301134,0.0,3.362695e-05,0.0,0.009900990099009901,2.387456388878891e-05,0.0,0.0,0.010144457068657686
OTX2,0.06279533429406281,0.0,3.362695e-05,0.0,0.009900990099009901,1.8656153674600533e-05,0.0,0.0,0.010144457068657686
CCN4,0.06279148664927386,0.0,3.362695e-05,0.0,0.009900990099009901,2.3589177494082617e-05,0.0,0.0,0.010144457068657686
IFNA4,0.06269327146138699,0.0,3.362695e-05,0.0,0.009900990099009901,2.2136309852066517e-05,0.0,0.0,0.010144457068657686
C5orf58,0.06268368186793598,0.0,3.362695e-05,0.0,0.009900990099009901,2.470842299134497e-05,0.0,0.0,0.010144457068657686
MEP1A,0.06264816817499198,0.0,3.362695e-05,0.0,0.009900990099009901,2.2212250547312006e-05,0.0,0.0,0.010144457068657686
ARL14,0.06258329640379331,0.0,3.362695e-05,0.0,0.009900990099009901,2.208187452060301e-05,0.0,0.0,0.010144457068657686
ALDH3A1,0.06258285110985926,0.0,3.362695e-05,0.0,0.009900990099009901,2.0604755536260933e-05,0.0,0.0,0.010144457068657686
PRIM2,0.06255233771800449,0.0,3.362695e-05,0.0,0.009900990099009901,2.180598664279353e-05,0.0,0.0,0.010144457068657686
IRF7,0.0625398673532763,0.0,3.362695e-05,0.0,0.009900990099009901,2.1791579346670103e-05,0.0,0.0,0.010144457068657686
MLANA,0.06251621162866992,0.0,3.362695e-05,0.0,0.009900990099009901,1.9864026220606112e-05,0.0,0.0,0.010144457068657686
HOXA6,0.06250431061401672,0.0,3.362695e-05,0.0,0.009900990099009901,2.291974541983726e-05,0.0,0.0,0.010144457068657686
DRD3,0.062493024325950365,0.0,3.362695e-05,0.0,0.009900990099009901,2.2107273427273465e-05,0.0,0.0,0.010144457068657686
HJV,0.06247658881636002,0.0,3.362695e-05,0.0,0.009900990099009901,2.271364699405959e-05,0.0,0.0,0.010144457068657686
ALOX12,0.06245506270149381,0.0,3.362695e-05,0.0,0.009900990099009901,1.888997423125269e-05,0.0,0.0,0.010144457068657686
NRK,0.06243423912778342,0.0,3.362695e-05,0.0,0.009900990099009901,1.4511377193829746e-05,0.0,0.0,0.010144457068657686
SLC2A7,0.06242150411757941,0.0,3.362695e-05,0.0,0.009900990099009901,2.290721676618738e-05,0.0,0.0,0.010144457068657686
SMIM41,0.06242067618823997,0.0,3.362695e-05,0.0,0.009900990099009901,2.3862209166016436e-05,0.0,0.0,0.010144457068657686
SLC25A47,0.06239999469567084,0.0,3.362695e-05,0.0,0.009900990099009901,2.113308575125312e-05,0.0,0.0,0.010144457068657686
AKR1C8P,0.0623855928839268,0.0,3.362695e-05,0.0,0.009900990099009901,2.5141357119641034e-05,0.0,0.0,0.010144457068657686
TLE6,0.062351963813429986,0.0,3.362695e-05,0.0,0.009900990099009901,2.194306076422744e-05,0.0,0.0,0.010144457068657686
RLN3,0.06229923695376459,0.0,3.362695e-05,0.0,0.009900990099009901,1.6728879761329067e-05,0.0,0.0,0.010144457068657686
OR2A12,0.06229609543479201,0.0,3.362695e-05,0.0,0.009900990099009901,2.687973894977459e-05,0.0,0.0,0.010144457068657686
KDF1,0.06227739156510789,0.0,3.362695e-05,0.0,0.009900990099009901,2.3020302071918287e-05,0.0,0.0,0.010144457068657686
FPR2,0.062276213948288035,0.0,3.362695e-05,0.0,0.009900990099009901,2.1566374891505287e-05,0.0,0.0,0.010144457068657686
OR5AS1,0.06224594846672116,0.0,3.362695e-05,0.0,0.009900990099009901,1.912859210319771e-05,0.0,0.0,0.010144457068657686
AL451007.3,0.06208610531436303,0.0,3.362695e-05,0.0,0.009900990099009901,1.8612891355965503e-05,0.0,0.0,0.010144457068657686
FAM181A,0.062080292027435736,0.0,3.362695e-05,0.0,0.009900990099009901,2.2341903380314102e-05,0.0,0.0,0.010144457068657686
TNFRSF19,0.062079688919249844,0.0,3.362695e-05,0.0,0.009900990099009901,1.9383776553033503e-05,0.0,0.0,0.010144457068657686
OR4C5,0.06200044520601843,0.0,3.362695e-05,0.0,0.009900990099009901,2.5115304139530437e-05,0.0,0.0,0.010144457068657686
