,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh
ZNF180,0.028007222500302378,6.301661806817904e-07,3.362695e-05,1.0615952561465747e-12,0.009900990099009901,1.590690561108368e-05,7.310512536911722e-07,1.2857431443034817e-12,0.010144457068657686
ZSCAN9,0.027972643450187587,6.493720481337562e-07,3.362695e-05,2.27290897214516e-09,0.009900990099009901,2.3017221126883494e-05,7.5304064337119e-07,2.566325523686669e-09,0.010144457068657686
SPDYC,0.02795445639086358,6.596981773077104e-07,3.362695e-05,2.299660462057318e-11,0.009900990099009901,1.7853188729107226e-05,7.647196800321218e-07,2.7033626121363457e-11,0.010144457068657686
ENPP7,0.027932822818543267,6.721868734960168e-07,3.362695e-05,3.578238816359658e-10,0.009900990099009901,2.070310893222895e-05,7.788955660440519e-07,4.1097689315003727e-10,0.010144457068657686
GPR152,0.027928499801504664,6.747095918635537e-07,3.362695e-05,1.839530749947471e-10,0.009900990099009901,2.045765537653411e-05,7.815169017724561e-07,2.1266251444479436e-10,0.010144457068657686
LCN1,0.027921174291776336,6.79005232151475e-07,3.362695e-05,3.291811268013589e-13,0.009900990099009901,1.5807686186156835e-05,7.861889990175319e-07,4.01930557755017e-13,0.010144457068657686
CCNYL1,0.027878609666847704,7.044901104702461e-07,3.362695e-05,3.4794389591752406e-13,0.009900990099009901,1.5465700543712546e-05,8.153820723035256e-07,4.246670820799724e-13,0.010144457068657686
RBM48,0.027870489372387564,7.09455378444801e-07,3.362695e-05,8.173131060829064e-09,0.009900990099009901,2.361438152455468e-05,8.208122388485936e-07,9.135392392878984e-09,0.010144457068657686
ARHGEF33,0.027839000007016577,7.290301667906007e-07,3.362695e-05,1.006948746606895e-09,0.009900990099009901,2.14851965030621e-05,8.43134348639862e-07,1.1437735694218939e-09,0.010144457068657686
KLHDC9,0.027836840619987435,7.303913696077302e-07,3.362695e-05,2.0190293881228172e-11,0.009900990099009901,1.765441152711476e-05,8.443830862517113e-07,2.37812648777717e-11,0.010144457068657686
GAR1,0.027716771918307268,8.100468338323452e-07,3.362695e-05,8.606115819986826e-12,0.009900990099009901,1.7233408865082357e-05,9.361095922561772e-07,1.0208915563448193e-11,0.010144457068657686
ZNF285,0.027712779844387036,8.128336991264362e-07,3.362695e-05,7.843299343335275e-10,0.009900990099009901,2.0889889714311197e-05,9.389684626027372e-07,8.946729288975598e-10,0.010144457068657686
C6orf47,0.027705091254862275,8.18227090193524e-07,3.362695e-05,2.2097645935303944e-10,0.009900990099009901,1.9431733525529265e-05,9.448349771287806e-07,2.548748089423754e-10,0.010144457068657686
ZNF524,0.027663578051433525,8.479472206612826e-07,3.362695e-05,1.0137302108859103e-10,0.009900990099009901,1.866633574778434e-05,9.78777091952231e-07,1.1773870045132525e-10,0.010144457068657686
KRT19,0.027633258587093104,8.703062662762662e-07,3.362695e-05,5.6395110803464377e-11,0.009900990099009901,1.842268383555772e-05,1.0041995380110763e-06,6.572856737000511e-11,0.010144457068657686
ZBED4,0.027629757295210496,8.729244874716713e-07,3.362695e-05,2.6486368653877435e-11,0.009900990099009901,1.7478854324673198e-05,1.0066655596476595e-06,3.107512943356758e-11,0.010144457068657686
B4GALNT2,0.027629503461116967,8.7311459540107e-07,3.362695e-05,5.115361467744606e-10,0.009900990099009901,2.058970020371252e-05,1.0066655596476595e-06,5.863998625614757e-10,0.010144457068657686
C11orf94,0.027580645823763923,9.104567071371861e-07,3.362695e-05,3.1339058015333876e-09,0.009900990099009901,2.226158376887274e-05,1.0493162202887277e-06,3.529173199924986e-09,0.010144457068657686
GCAT,0.027518638801714197,9.600627056682853e-07,3.362695e-05,7.327471962526033e-15,0.009900990099009901,1.3612206728917824e-05,1.1060630249634623e-06,9.213082936956454e-15,0.010144457068657686
SCO1,0.02746642839866313,1.0038355456876147e-06,3.362695e-05,4.023670285846492e-12,0.009900990099009901,1.6524842234117118e-05,1.1560486130759478e-06,4.805338717173358e-12,0.010144457068657686
ACTBL2,0.02744459732976517,1.0227014340946639e-06,3.362695e-05,3.1296587543749865e-10,0.009900990099009901,1.901351867131583e-05,1.1773232165326138e-06,3.600067585554049e-10,0.010144457068657686
SSPN,0.027432704636320464,1.0331216374614982e-06,3.362695e-05,7.66053886991358e-14,0.009900990099009901,1.4555472866418302e-05,1.1888626437991924e-06,9.484777800140628e-14,0.010144457068657686
RNASEL,0.027359358870059306,1.0996756736325608e-06,3.362695e-05,9.017847579784188e-10,0.009900990099009901,2.054860342808329e-05,1.2649643485037127e-06,1.0263104225854539e-09,0.010144457068657686
MIP,0.02731936527959995,1.1376810217234024e-06,3.362695e-05,1.2111292635452742e-08,0.009900990099009901,2.3170235992201912e-05,1.308180553917289e-06,1.3491971001247021e-08,0.010144457068657686
C6orf226,0.027302597873315827,1.1539873058241668e-06,3.362695e-05,2.4624235983594644e-10,0.009900990099009901,2.022702964442884e-05,1.3264221906024905e-06,2.8358045278611874e-10,0.010144457068657686
PPM1D,0.0272981397794216,1.1583604198062147e-06,3.362695e-05,3.026157102681282e-11,0.009900990099009901,1.815258144555943e-05,1.3309388201526788e-06,3.5421269247147274e-11,0.010144457068657686
PCDHA10,0.02728155479561961,1.1747693894337274e-06,3.362695e-05,3.145557148087619e-10,0.009900990099009901,1.8978797755675847e-05,1.3492757152761033e-06,3.6169687406143563e-10,0.010144457068657686
FAM47A,0.0272482991647001,1.2083470347645786e-06,3.362695e-05,1.8604371376795825e-09,0.009900990099009901,2.1587844861551113e-05,1.387310028432352e-06,2.103773619690444e-09,0.010144457068657686
KRTAP4-4,0.027225270368142516,1.2321366966716596e-06,3.362695e-05,4.266920150541864e-11,0.009900990099009901,1.7249536720075417e-05,1.4140819013064189e-06,4.9789033261865395e-11,0.010144457068657686
TRIM39,0.027209284268669306,1.2489146723471123e-06,3.362695e-05,7.417888525651506e-11,0.009900990099009901,1.7975788224476073e-05,1.4327892990597845e-06,8.638845332668679e-11,0.010144457068657686
ANTXRL,0.02716243059322978,1.2993620818191332e-06,3.362695e-05,2.941401677780675e-09,0.009900990099009901,2.23382281816308e-05,1.4900941305265288e-06,3.3136331330612184e-09,0.010144457068657686
REM1,0.027132525000002957,1.3325779077977273e-06,3.362695e-05,9.65496016469558e-10,0.009900990099009901,2.081130297860381e-05,1.527601728465106e-06,1.097986372027549e-09,0.010144457068657686
DMRTC2,0.027083274987074968,1.389062555645637e-06,3.362695e-05,6.223739301702835e-10,0.009900990099009901,2.0465737957926725e-05,1.591744716171471e-06,7.118268358790891e-10,0.010144457068657686
FAM71D,0.02706689812596957,1.4083489510152702e-06,3.362695e-05,1.19529660613793e-08,0.009900990099009901,2.370835608955446e-05,1.6132290389636543e-06,1.3320541673156724e-08,0.010144457068657686
MAGEB6B,0.027055753458496725,1.4216202403050104e-06,3.362695e-05,3.211875210240578e-13,0.009900990099009901,1.4717673932557545e-05,1.6278094354637526e-06,3.9248984239192396e-13,0.010144457068657686
FTCDNL1,0.027033802104814136,1.4481121386467066e-06,3.362695e-05,9.301696080044053e-10,0.009900990099009901,2.0821218578977546e-05,1.6575110324075237e-06,1.0582134334521107e-09,0.010144457068657686
MAGEA9B,0.027021984378240854,1.462569796717439e-06,3.362695e-05,1.1593725979253122e-11,0.009900990099009901,1.6500670534632587e-05,1.6734208200428362e-06,1.3704167824176268e-11,0.010144457068657686
PTH,0.027016596580121392,1.4692070279265224e-06,3.362695e-05,9.984357784986742e-11,0.009900990099009901,1.8526466430775122e-05,1.6803740311778754e-06,1.1600725544136416e-10,0.010144457068657686
CENPBD1,0.026989818296369643,1.5026262342177077e-06,3.362695e-05,2.328611747870468e-10,0.009900990099009901,1.861267127075103e-05,1.717941578755001e-06,2.6837630593973894e-10,0.010144457068657686
LYSMD4,0.026978071987749628,1.517514595095193e-06,3.362695e-05,3.4229397094520664e-11,0.009900990099009901,1.7747190575691287e-05,1.7343023943945063e-06,4.000319099476509e-11,0.010144457068657686
RNFT1,0.026970553211597838,1.527118762223445e-06,3.362695e-05,4.1372794079563846e-11,0.009900990099009901,1.8129884498212945e-05,1.7446139705522981e-06,4.8295090365249626e-11,0.010144457068657686
SIM1,0.026964259285736276,1.535203166480592e-06,3.362695e-05,9.212886009635213e-11,0.009900990099009901,1.831679029554343e-05,1.7531821467231733e-06,1.071265815073862e-10,0.010144457068657686
TNP2,0.02696142071447042,1.5388626651846593e-06,3.362695e-05,5.4707971486323e-10,0.009900990099009901,2.01299607404918e-05,1.7566925401651362e-06,6.261881513123579e-10,0.010144457068657686
SMYD4,0.026892829721373208,1.6298776751577648e-06,3.362695e-05,1.9763018999086057e-09,0.009900990099009901,2.1016510032704564e-05,1.8598832352503974e-06,2.2331094914221534e-09,0.010144457068657686
UPB1,0.026886876711304516,1.6380158780471277e-06,3.362695e-05,1.0979650522102702e-10,0.009900990099009901,1.8534548794027294e-05,1.8684591764796133e-06,1.2747272277983014e-10,0.010144457068657686
ANKS3,0.026862387183727614,1.6719066593395837e-06,3.362695e-05,1.4720058505446332e-10,0.009900990099009901,1.828600017364718e-05,1.9063929981067089e-06,1.7050260817119305e-10,0.010144457068657686
KIAA1210,0.0268560901494373,1.680729144082349e-06,3.362695e-05,4.170450651486135e-09,0.009900990099009901,2.1607073475203757e-05,1.91572470830055e-06,4.691170586598577e-09,0.010144457068657686
ELK3,0.026830839242577443,1.716557570308197e-06,3.362695e-05,1.161372553681872e-09,0.009900990099009901,2.018844210062794e-05,1.9558194876280254e-06,1.3172467527582668e-09,0.010144457068657686
TIMM8A,0.02682950833703401,1.7184661647018373e-06,3.362695e-05,5.440092820663267e-15,0.009900990099009901,1.3167031363025073e-05,1.957250757063596e-06,6.851502293026784e-15,0.010144457068657686
ZNF780A,0.026758922659343036,1.822657854977372e-06,3.362695e-05,1.6408571168469166e-09,0.009900990099009901,1.998272957924232e-05,2.0751322827066854e-06,1.8575740945436792e-09,0.010144457068657686
PRAMEF2,0.02673386498363335,1.8610817081876618e-06,3.362695e-05,6.853146938823329e-10,0.009900990099009901,1.9302614701681608e-05,2.118074781700677e-06,7.829185383271131e-10,0.010144457068657686
TEX52,0.0267234243559918,1.877319672161093e-06,3.362695e-05,6.8599279590131346e-09,0.009900990099009901,2.2599572989828563e-05,2.135744791992142e-06,7.687629390003512e-09,0.010144457068657686
MOGAT1,0.026697274177266347,1.91858843934245e-06,3.362695e-05,3.002520454487012e-11,0.009900990099009901,1.574522097385521e-05,2.1818670652112776e-06,3.517204749496695e-11,0.010144457068657686
MB21D2,0.02658047370273471,2.113771705891665e-06,3.362695e-05,2.421862710377809e-11,0.009900990099009901,1.6380201640790595e-05,2.4029235004452425e-06,2.8447878352127745e-11,0.010144457068657686
WDR53,0.026481533992631513,2.2938630852564756e-06,3.362695e-05,1.3710810264910833e-11,0.009900990099009901,1.592991485559843e-05,2.6066625968823587e-06,1.617476633689835e-11,0.010144457068657686
ALG14,0.026457385092527663,2.3400010281671157e-06,3.362695e-05,1.9915071036713528e-08,0.009900990099009901,2.286262353474586e-05,2.65808522699786e-06,2.2095123191620038e-08,0.010144457068657686
DNAJC25,0.026315160194882732,2.6302963395119505e-06,3.362695e-05,8.81660300322551e-11,0.009900990099009901,1.7606697216486904e-05,2.9867104536471804e-06,1.0259817303986241e-10,0.010144457068657686
SMIM27,0.026312588962313976,2.635849181142902e-06,3.362695e-05,1.0700864638835128e-08,0.009900990099009901,2.1523517965223396e-05,2.9918832930112392e-06,1.1934049783087504e-08,0.010144457068657686
CROT,0.026287922005525842,2.689693456625619e-06,3.362695e-05,1.8665324841293796e-10,0.009900990099009901,1.759285901330678e-05,3.0518458282438946e-06,2.1570098044638438e-10,0.010144457068657686
ATRIP,0.02624637196446329,2.7827798347868082e-06,3.362695e-05,6.793174911479127e-10,0.009900990099009901,1.9257451703863392e-05,3.1562720243328635e-06,7.76362847026186e-10,0.010144457068657686
PYM1,0.026195507297212345,2.900936286409639e-06,3.362695e-05,9.392486788328824e-14,0.009900990099009901,1.299659011372886e-05,3.2890434086277083e-06,1.1590892786913398e-13,0.010144457068657686
RBM11,0.026118097572823337,3.0900151818391564e-06,3.362695e-05,2.6612324566244183e-09,0.009900990099009901,2.027456441304783e-05,3.5020950304183867e-06,3.001389988674156e-09,0.010144457068657686
LYZL6,0.026109680483609808,3.1112713128056413e-06,3.362695e-05,1.2830514428685547e-11,0.009900990099009901,1.525947307982345e-05,3.5248542063508017e-06,1.5142227885938882e-11,0.010144457068657686
DUSP27,0.026094836978393963,3.14909779597361e-06,3.362695e-05,7.552143577171933e-09,0.009900990099009901,2.2175277549585606e-05,3.5663621698455377e-06,8.457047678803956e-09,0.010144457068657686
ASTE1,0.0259861115890517,3.4398944127600473e-06,3.362695e-05,1.1140935951559072e-09,0.009900990099009901,1.8446515699498044e-05,3.8942200899170346e-06,1.2641001457896073e-09,0.010144457068657686
PMEL,0.025981409705774217,3.453032405786871e-06,3.362695e-05,9.225953334635051e-12,0.009900990099009901,1.4526149326684723e-05,3.907618716469488e-06,1.093554326507513e-11,0.010144457068657686
ZNF682,0.025928230024064483,3.605007863560772e-06,3.362695e-05,2.718932523571027e-09,0.009900990099009901,2.057844914236633e-05,4.078063194073271e-06,3.0653128788850363e-09,0.010144457068657686
EMC6,0.025838096546133567,3.87730393192065e-06,3.362695e-05,4.967358302465641e-09,0.009900990099009901,2.043512987932156e-05,4.384437163875594e-06,5.58130146344454e-09,0.010144457068657686
ZNF469,0.02581989626502266,3.934624035029088e-06,3.362695e-05,8.126410655506788e-11,0.009900990099009901,1.7024634577689656e-05,4.447578035074328e-06,9.46031508208008e-11,0.010144457068657686
TMEM177,0.025770948729777088,4.0928266731299345e-06,3.362695e-05,9.872558326406988e-11,0.009900990099009901,1.706303091334415e-05,4.624662907491451e-06,1.1475271204657484e-10,0.010144457068657686
PDE6A,0.025765068708727863,4.112235482578441e-06,3.362695e-05,7.697833481756788e-10,0.009900990099009901,1.812304489896599e-05,4.644844295081071e-06,8.784138625055294e-10,0.010144457068657686
SLC22A8,0.02573900084478169,4.199345024380463e-06,3.362695e-05,8.869238565800686e-09,0.009900990099009901,2.15209397871774e-05,4.741450911983962e-06,9.90607434750635e-09,0.010144457068657686
DNMT3L,0.02572786128146882,4.237104891835486e-06,3.362695e-05,8.724665545578603e-09,0.009900990099009901,2.057368196728604e-05,4.78228543096556e-06,9.74822965986436e-09,0.010144457068657686
SAYSD1,0.025705140143568245,4.315131322707444e-06,3.362695e-05,1.921130476922883e-09,0.009900990099009901,1.7862005211172727e-05,4.868519732276168e-06,2.1715868239520157e-09,0.010144457068657686
LAIR2,0.02562518642901738,4.600762283479831e-06,3.362695e-05,5.541161862687716e-09,0.009900990099009901,2.0966205290853878e-05,5.188829643022365e-06,6.2213643667901e-09,0.010144457068657686
PWWP2B,0.025565732733565077,4.8247756198049885e-06,3.362695e-05,5.432634342383835e-10,0.009900990099009901,1.732758720978571e-05,5.439431363928961e-06,6.220573674485308e-10,0.010144457068657686
SUMO2,0.025537763584527334,4.93372800014491e-06,3.362695e-05,3.3052325154603324e-07,0.009900990099009901,2.6183394874256604e-05,5.560174305197119e-06,3.608332440458878e-07,0.010144457068657686
KTI12,0.025533281030767643,4.95140659939608e-06,3.362695e-05,1.3447134517008408e-09,0.009900990099009901,1.8316576315327958e-05,5.576520781433622e-06,1.524042446204202e-09,0.010144457068657686
FAM89A,0.02553314337451913,4.9519504539130565e-06,3.362695e-05,2.934763543294139e-11,0.009900990099009901,1.5003397946908065e-05,5.576520781433622e-06,3.4405199804151686e-11,0.010144457068657686
KRBA1,0.025510435469192606,5.042450489711747e-06,3.362695e-05,6.262400187306838e-08,0.009900990099009901,2.3028928840051386e-05,5.676304491232736e-06,6.919779212493743e-08,0.010144457068657686
C19orf85,0.02546436183173813,5.230949815970831e-06,3.362695e-05,1.5664136654436334e-12,0.009900990099009901,1.364642801207082e-05,5.886290115496059e-06,1.8895219124772417e-12,0.010144457068657686
